2025-05-14 07:10:53 | INFO     | __main__:main:130 | Experiment Name -- dataset_hotpotqa-retriver_contriever-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_conflict-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions
2025-05-14 07:10:56 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_test.pkl exists. Loading data...
2025-05-14 07:11:04 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_answers.pkl exists. Loading data...
2025-05-14 07:11:04 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on hotpotqa
2025-05-14 07:11:04 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-14 07:11:04 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/hotpotqa-contriever.json.
2025-05-14 07:11:07 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-14 07:11:07 | INFO     | __main__:main:192 | load retrieval models
2025-05-14 07:11:08 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-14 07:11:08 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-14 07:11:08 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-14 07:12:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [76.2s elapsed, 0.0 it/s]
2025-05-14 07:13:40 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [151.8s elapsed, 0.0 it/s]
2025-05-14 07:14:54 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [226.0s elapsed, 0.0 it/s]
2025-05-14 07:16:09 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [300.6s elapsed, 0.0 it/s]
2025-05-14 07:17:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [375.4s elapsed, 0.0 it/s]
2025-05-14 07:18:38 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [449.9s elapsed, 0.0 it/s]
2025-05-14 07:19:53 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [524.7s elapsed, 0.0 it/s]
2025-05-14 07:21:08 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [600.1s elapsed, 0.0 it/s]
2025-05-14 07:22:23 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [674.6s elapsed, 0.0 it/s]
2025-05-14 07:23:38 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [750.1s elapsed, 0.0 it/s]
2025-05-14 07:23:38 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-14 07:23:39 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 0.41 seconds
2025-05-14 07:23:39 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.13 seconds
2025-05-14 07:23:39 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.30 seconds
2025-05-14 07:23:39 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.27 seconds
2025-05-14 07:23:39 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.1s elapsed, 3.5 it/s]
2025-05-14 07:23:40 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.32 seconds
2025-05-14 07:23:40 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.27 seconds
2025-05-14 07:23:40 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.36 seconds
2025-05-14 07:23:41 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.39 seconds
2025-05-14 07:23:41 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.5s elapsed, 3.2 it/s]
2025-05-14 07:23:41 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.19 seconds
2025-05-14 07:23:41 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.40 seconds
2025-05-14 07:23:41 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [3.1s elapsed, 3.2 it/s]
2025-05-14 07:23:41 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [753.2s elapsed, 0.0 it/s]
2025-05-14 07:23:41 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-14 07:23:41 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-14 07:24:58 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [76.1s elapsed, 0.0 it/s]
2025-05-14 07:26:13 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [151.2s elapsed, 0.0 it/s]
2025-05-14 07:27:28 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [226.5s elapsed, 0.0 it/s]
