2025-05-16 19:19:42 | INFO     | __main__:main:130 | Experiment Name -- dataset_hotpotqa-retriver_contriever-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions
2025-05-16 19:19:45 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_test.pkl exists. Loading data...
2025-05-16 19:19:52 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_answers.pkl exists. Loading data...
2025-05-16 19:19:52 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on hotpotqa
2025-05-16 19:19:52 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-16 19:19:52 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/hotpotqa-contriever.json.
2025-05-16 19:19:52 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-16 19:19:52 | INFO     | __main__:main:192 | load retrieval models
2025-05-16 19:19:53 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-16 19:19:53 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 19:19:53 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 19:20:48 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [54.6s elapsed, 0.0 it/s]
2025-05-16 19:21:43 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [109.2s elapsed, 0.0 it/s]
2025-05-16 19:22:37 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [163.3s elapsed, 0.0 it/s]
2025-05-16 19:23:31 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [217.4s elapsed, 0.0 it/s]
2025-05-16 19:24:25 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [271.5s elapsed, 0.0 it/s]
2025-05-16 19:25:19 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [325.8s elapsed, 0.0 it/s]
2025-05-16 19:26:13 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [380.0s elapsed, 0.0 it/s]
2025-05-16 19:27:08 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [434.5s elapsed, 0.0 it/s]
2025-05-16 19:28:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [489.0s elapsed, 0.0 it/s]
2025-05-16 19:28:57 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [543.8s elapsed, 0.0 it/s]
2025-05-16 19:28:57 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 0.41 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.05 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.08 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.08 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.10 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.09 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.07 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.06 seconds
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.06 seconds
2025-05-16 19:28:58 | INFO     | src.utils:update:256 | Processing target queries: 9/10 [1.1s elapsed, 8.5 it/s]
2025-05-16 19:28:58 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.05 seconds
2025-05-16 19:28:58 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [1.1s elapsed, 9.0 it/s]
2025-05-16 19:28:58 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [544.9s elapsed, 0.0 it/s]
2025-05-16 19:28:58 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 19:28:58 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 19:29:53 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [54.5s elapsed, 0.0 it/s]
2025-05-16 19:30:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [109.1s elapsed, 0.0 it/s]
2025-05-16 19:31:42 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [163.4s elapsed, 0.0 it/s]
2025-05-16 19:32:36 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [217.6s elapsed, 0.0 it/s]
