2025-05-15 20:31:52 | INFO     | __main__:main:130 | Experiment Name -- dataset_hotpotqa-retriver_contriever-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_conflict-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions
2025-05-15 20:31:54 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_test.pkl exists. Loading data...
2025-05-15 20:31:59 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_answers.pkl exists. Loading data...
2025-05-15 20:31:59 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on hotpotqa
2025-05-15 20:31:59 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-15 20:31:59 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/hotpotqa-contriever-cos.json.
2025-05-15 20:32:01 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-15 20:32:01 | INFO     | __main__:main:192 | load retrieval models
2025-05-15 20:32:04 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-15 20:32:04 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-15 20:32:04 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-15 20:33:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [61.2s elapsed, 0.0 it/s]
2025-05-15 20:34:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [122.1s elapsed, 0.0 it/s]
2025-05-15 20:35:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [182.4s elapsed, 0.0 it/s]
2025-05-15 20:36:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [242.6s elapsed, 0.0 it/s]
2025-05-15 20:37:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [302.7s elapsed, 0.0 it/s]
2025-05-15 20:38:07 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [363.2s elapsed, 0.0 it/s]
2025-05-15 20:39:07 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [423.5s elapsed, 0.0 it/s]
2025-05-15 20:40:08 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [484.0s elapsed, 0.0 it/s]
2025-05-15 20:41:08 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [544.5s elapsed, 0.0 it/s]
2025-05-15 20:42:09 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [605.2s elapsed, 0.0 it/s]
2025-05-15 20:42:09 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-15 20:43:04 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 55.50 seconds
2025-05-15 20:43:04 | INFO     | src.utils:update:256 | Processing target queries: 1/10 [55.5s elapsed, 0.0 it/s]
2025-05-15 20:43:04 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.06 seconds
2025-05-15 20:43:04 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.08 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.07 seconds
2025-05-15 20:43:05 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [56.2s elapsed, 0.2 it/s]
2025-05-15 20:43:05 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [661.4s elapsed, 0.0 it/s]
2025-05-15 20:43:05 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-15 20:43:05 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-15 20:44:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [59.9s elapsed, 0.0 it/s]
2025-05-15 20:45:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [119.8s elapsed, 0.0 it/s]
2025-05-15 20:46:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [179.5s elapsed, 0.0 it/s]
2025-05-15 20:47:04 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [239.2s elapsed, 0.0 it/s]
2025-05-15 20:48:04 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [298.7s elapsed, 0.0 it/s]
2025-05-15 20:49:04 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [358.5s elapsed, 0.0 it/s]
2025-05-15 20:50:03 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [418.2s elapsed, 0.0 it/s]
2025-05-15 20:51:03 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [477.8s elapsed, 0.0 it/s]
2025-05-15 20:52:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [537.4s elapsed, 0.0 it/s]
2025-05-15 20:53:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [597.2s elapsed, 0.0 it/s]
2025-05-15 20:53:02 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-15 20:53:02 | INFO     | __main__:timed:49 | [Iter_1_question_10_removal] took 0.07 seconds
2025-05-15 20:53:02 | INFO     | __main__:timed:49 | [Iter_1_question_11_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_12_removal] took 0.07 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_13_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_14_removal] took 0.07 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_15_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_16_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_17_removal] took 0.07 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_18_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | __main__:timed:49 | [Iter_1_question_19_removal] took 0.06 seconds
2025-05-15 20:53:03 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [0.7s elapsed, 13.8 it/s]
2025-05-15 20:53:03 | INFO     | src.utils:update:256 | Processing iterations: 2/10 [1259.4s elapsed, 0.0 it/s]
2025-05-15 20:53:03 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-15 20:53:03 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-15 20:54:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [59.0s elapsed, 0.0 it/s]
