2025-05-16 17:17:24 | INFO     | __main__:main:130 | Experiment Name -- dataset_msmarco-retriver_contriever-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions
2025-05-16 17:17:26 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/msmarco_train.pkl exists. Loading data...
2025-05-16 17:17:36 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/msmarco_answers.pkl exists. Loading data...
2025-05-16 17:17:36 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on msmarco
2025-05-16 17:17:36 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-16 17:17:36 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/msmarco-contriever.json.
2025-05-16 17:17:36 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-16 17:17:36 | INFO     | __main__:main:192 | load retrieval models
2025-05-16 17:17:37 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-16 17:17:37 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 17:17:37 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 17:18:31 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [53.6s elapsed, 0.0 it/s]
2025-05-16 17:19:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [106.8s elapsed, 0.0 it/s]
2025-05-16 17:20:17 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [159.8s elapsed, 0.0 it/s]
2025-05-16 17:21:10 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [212.8s elapsed, 0.0 it/s]
2025-05-16 17:22:03 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [265.8s elapsed, 0.0 it/s]
2025-05-16 17:22:56 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [318.9s elapsed, 0.0 it/s]
2025-05-16 17:23:49 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [372.0s elapsed, 0.0 it/s]
2025-05-16 17:24:42 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [425.0s elapsed, 0.0 it/s]
2025-05-16 17:25:35 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [478.1s elapsed, 0.0 it/s]
2025-05-16 17:26:28 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [531.2s elapsed, 0.0 it/s]
2025-05-16 17:26:28 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 17:26:29 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 0.25 seconds
2025-05-16 17:26:29 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.23 seconds
2025-05-16 17:26:29 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.21 seconds
2025-05-16 17:26:29 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.30 seconds
2025-05-16 17:26:29 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.0s elapsed, 3.9 it/s]
2025-05-16 17:26:30 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.28 seconds
2025-05-16 17:26:30 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.29 seconds
2025-05-16 17:26:30 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.28 seconds
2025-05-16 17:26:31 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.28 seconds
2025-05-16 17:26:31 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.2s elapsed, 3.7 it/s]
2025-05-16 17:26:31 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.28 seconds
2025-05-16 17:26:31 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.30 seconds
2025-05-16 17:26:31 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [2.8s elapsed, 3.6 it/s]
2025-05-16 17:26:31 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [533.9s elapsed, 0.0 it/s]
2025-05-16 17:26:31 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 17:26:31 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 17:27:26 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [54.7s elapsed, 0.0 it/s]
2025-05-16 17:28:18 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [106.8s elapsed, 0.0 it/s]
2025-05-16 17:29:10 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [159.0s elapsed, 0.0 it/s]
2025-05-16 17:30:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [211.2s elapsed, 0.0 it/s]
2025-05-16 17:30:54 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [263.3s elapsed, 0.0 it/s]
2025-05-16 17:31:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [315.7s elapsed, 0.0 it/s]
2025-05-16 17:32:39 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [368.1s elapsed, 0.0 it/s]
2025-05-16 17:33:31 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [420.2s elapsed, 0.0 it/s]
2025-05-16 17:34:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [472.4s elapsed, 0.0 it/s]
2025-05-16 17:35:16 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [524.6s elapsed, 0.0 it/s]
2025-05-16 17:35:16 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 17:35:16 | INFO     | __main__:timed:49 | [Iter_1_question_10_removal] took 0.30 seconds
2025-05-16 17:35:16 | INFO     | __main__:timed:49 | [Iter_1_question_11_removal] took 0.28 seconds
2025-05-16 17:35:17 | INFO     | __main__:timed:49 | [Iter_1_question_12_removal] took 0.29 seconds
2025-05-16 17:35:17 | INFO     | __main__:timed:49 | [Iter_1_question_13_removal] took 0.29 seconds
2025-05-16 17:35:17 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.2s elapsed, 3.3 it/s]
2025-05-16 17:35:17 | INFO     | __main__:timed:49 | [Iter_1_question_14_removal] took 0.28 seconds
2025-05-16 17:35:17 | INFO     | __main__:timed:49 | [Iter_1_question_15_removal] took 0.29 seconds
2025-05-16 17:35:18 | INFO     | __main__:timed:49 | [Iter_1_question_16_removal] took 0.29 seconds
2025-05-16 17:35:18 | INFO     | __main__:timed:49 | [Iter_1_question_17_removal] took 0.28 seconds
2025-05-16 17:35:18 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.4s elapsed, 3.4 it/s]
2025-05-16 17:35:18 | INFO     | __main__:timed:49 | [Iter_1_question_18_removal] took 0.29 seconds
2025-05-16 17:35:19 | INFO     | __main__:timed:49 | [Iter_1_question_19_removal] took 0.28 seconds
2025-05-16 17:35:19 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [3.0s elapsed, 3.4 it/s]
2025-05-16 17:35:19 | INFO     | src.utils:update:256 | Processing iterations: 2/10 [1061.5s elapsed, 0.0 it/s]
2025-05-16 17:35:19 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 17:35:19 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 17:36:13 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [54.8s elapsed, 0.0 it/s]
2025-05-16 17:37:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [107.2s elapsed, 0.0 it/s]
2025-05-16 17:37:58 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [159.7s elapsed, 0.0 it/s]
2025-05-16 17:38:51 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [212.1s elapsed, 0.0 it/s]
2025-05-16 17:39:43 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [264.6s elapsed, 0.0 it/s]
2025-05-16 17:40:36 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [317.2s elapsed, 0.0 it/s]
2025-05-16 17:41:28 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [369.7s elapsed, 0.0 it/s]
2025-05-16 17:42:21 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [422.1s elapsed, 0.0 it/s]
2025-05-16 17:43:13 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [474.6s elapsed, 0.0 it/s]
2025-05-16 17:44:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [527.2s elapsed, 0.0 it/s]
2025-05-16 17:44:06 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 17:44:06 | INFO     | __main__:timed:49 | [Iter_2_question_20_removal] took 0.21 seconds
2025-05-16 17:44:06 | INFO     | __main__:timed:49 | [Iter_2_question_21_removal] took 0.21 seconds
2025-05-16 17:44:07 | INFO     | __main__:timed:49 | [Iter_2_question_22_removal] took 0.30 seconds
2025-05-16 17:44:07 | INFO     | __main__:timed:49 | [Iter_2_question_23_removal] took 0.28 seconds
2025-05-16 17:44:07 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.0s elapsed, 3.9 it/s]
2025-05-16 17:44:07 | INFO     | __main__:timed:49 | [Iter_2_question_24_removal] took 0.30 seconds
2025-05-16 17:44:08 | INFO     | __main__:timed:49 | [Iter_2_question_25_removal] took 0.28 seconds
2025-05-16 17:44:08 | INFO     | __main__:timed:49 | [Iter_2_question_26_removal] took 0.29 seconds
2025-05-16 17:44:08 | INFO     | __main__:timed:49 | [Iter_2_question_27_removal] took 0.30 seconds
2025-05-16 17:44:08 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.2s elapsed, 3.6 it/s]
2025-05-16 17:44:08 | INFO     | __main__:timed:49 | [Iter_2_question_28_removal] took 0.23 seconds
2025-05-16 17:44:09 | INFO     | __main__:timed:49 | [Iter_2_question_29_removal] took 0.23 seconds
2025-05-16 17:44:09 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [2.7s elapsed, 3.7 it/s]
2025-05-16 17:44:09 | INFO     | src.utils:update:256 | Processing iterations: 3/10 [1591.4s elapsed, 0.0 it/s]
2025-05-16 17:44:09 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 17:44:09 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 17:45:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [53.1s elapsed, 0.0 it/s]
2025-05-16 17:45:54 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [105.6s elapsed, 0.0 it/s]
2025-05-16 17:46:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [158.2s elapsed, 0.0 it/s]
2025-05-16 17:47:39 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [210.7s elapsed, 0.0 it/s]
2025-05-16 17:48:32 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [263.3s elapsed, 0.0 it/s]
2025-05-16 17:49:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [315.9s elapsed, 0.0 it/s]
2025-05-16 17:50:19 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [370.0s elapsed, 0.0 it/s]
2025-05-16 17:51:11 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [422.5s elapsed, 0.0 it/s]
2025-05-16 17:52:04 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [475.1s elapsed, 0.0 it/s]
2025-05-16 17:52:56 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [527.7s elapsed, 0.0 it/s]
2025-05-16 17:52:56 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 17:52:57 | INFO     | __main__:timed:49 | [Iter_3_question_30_removal] took 0.35 seconds
2025-05-16 17:52:59 | INFO     | __main__:timed:49 | [Iter_3_question_31_removal] took 2.07 seconds
2025-05-16 17:52:59 | INFO     | src.utils:update:256 | Processing target queries: 2/10 [2.4s elapsed, 0.8 it/s]
2025-05-16 17:52:59 | INFO     | __main__:timed:49 | [Iter_3_question_32_removal] took 0.30 seconds
2025-05-16 17:52:59 | INFO     | __main__:timed:49 | [Iter_3_question_33_removal] took 0.29 seconds
2025-05-16 17:53:00 | INFO     | __main__:timed:49 | [Iter_3_question_34_removal] took 0.29 seconds
2025-05-16 17:53:00 | INFO     | __main__:timed:49 | [Iter_3_question_35_removal] took 0.28 seconds
2025-05-16 17:53:00 | INFO     | src.utils:update:256 | Processing target queries: 6/10 [3.6s elapsed, 1.6 it/s]
2025-05-16 17:53:01 | INFO     | __main__:timed:49 | [Iter_3_question_36_removal] took 1.06 seconds
2025-05-16 17:53:01 | INFO     | src.utils:update:256 | Processing target queries: 7/10 [4.7s elapsed, 1.5 it/s]
2025-05-16 17:53:01 | INFO     | __main__:timed:49 | [Iter_3_question_37_removal] took 0.30 seconds
2025-05-16 17:53:02 | INFO     | __main__:timed:49 | [Iter_3_question_38_removal] took 0.29 seconds
2025-05-16 17:53:02 | INFO     | __main__:timed:49 | [Iter_3_question_39_removal] took 0.30 seconds
2025-05-16 17:53:02 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [5.6s elapsed, 1.8 it/s]
2025-05-16 17:53:02 | INFO     | src.utils:update:256 | Processing iterations: 4/10 [2124.8s elapsed, 0.0 it/s]
2025-05-16 17:53:02 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 17:53:02 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 17:53:59 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [56.8s elapsed, 0.0 it/s]
2025-05-16 17:54:52 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [110.1s elapsed, 0.0 it/s]
2025-05-16 17:55:45 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [163.4s elapsed, 0.0 it/s]
2025-05-16 17:56:39 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [216.8s elapsed, 0.0 it/s]
2025-05-16 17:57:32 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [270.1s elapsed, 0.0 it/s]
2025-05-16 17:58:25 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [323.4s elapsed, 0.0 it/s]
2025-05-16 17:59:19 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [376.8s elapsed, 0.0 it/s]
2025-05-16 18:00:12 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [430.2s elapsed, 0.0 it/s]
2025-05-16 18:01:06 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [483.9s elapsed, 0.0 it/s]
2025-05-16 18:01:59 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [537.2s elapsed, 0.0 it/s]
