2025-05-12 20:22:42 | INFO     | __main__:main:129 | Experiment Name -- dataset_nq-retriver_contriever-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_none-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions
2025-05-12 20:22:44 | INFO     | src.utils:load_cached_data:34 | Cache file data_cache/nq_test.pkl exists. Loading data...
2025-05-12 20:22:48 | INFO     | src.utils:load_cached_data:34 | Cache file data_cache/nq_answers.pkl exists. Loading data...
2025-05-12 20:22:48 | INFO     | __main__:main:167 | Please evaluate on BEIR first -- contriever on nq
2025-05-12 20:22:48 | INFO     | __main__:main:171 | Now try to get beir eval results from results/beir_results/...
2025-05-12 20:22:48 | INFO     | __main__:main:183 | Automatically get beir_resutls from results/beir_results/nq-contriever.json.
2025-05-12 20:22:48 | INFO     | __main__:main:189 | Attack method: hotflip
2025-05-12 20:22:48 | INFO     | __main__:main:191 | load retrieval models
2025-05-12 20:22:49 | INFO     | src.utils:__init__:239 | Starting Processing iterations: 0/10
2025-05-12 20:22:49 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-12 20:22:49 | INFO     | src.utils:__init__:239 | Starting Processing HotFlip queries: 0/10
2025-05-12 20:23:49 | INFO     | src.utils:update:248 | Processing HotFlip queries: 1/10 [59.8s elapsed, 0.0 it/s]
2025-05-12 20:24:45 | INFO     | src.utils:update:248 | Processing HotFlip queries: 2/10 [115.7s elapsed, 0.0 it/s]
2025-05-12 20:25:41 | INFO     | src.utils:update:248 | Processing HotFlip queries: 3/10 [171.6s elapsed, 0.0 it/s]
2025-05-12 20:26:37 | INFO     | src.utils:update:248 | Processing HotFlip queries: 4/10 [227.5s elapsed, 0.0 it/s]
2025-05-12 20:27:33 | INFO     | src.utils:update:248 | Processing HotFlip queries: 5/10 [283.4s elapsed, 0.0 it/s]
2025-05-12 20:28:28 | INFO     | src.utils:update:248 | Processing HotFlip queries: 6/10 [339.3s elapsed, 0.0 it/s]
2025-05-12 20:29:24 | INFO     | src.utils:update:248 | Processing HotFlip queries: 7/10 [395.1s elapsed, 0.0 it/s]
2025-05-12 20:30:20 | INFO     | src.utils:update:248 | Processing HotFlip queries: 8/10 [451.1s elapsed, 0.0 it/s]
2025-05-12 20:31:16 | INFO     | src.utils:update:248 | Processing HotFlip queries: 9/10 [507.0s elapsed, 0.0 it/s]
2025-05-12 20:32:12 | INFO     | src.utils:update:248 | Processing HotFlip queries: 10/10 [563.1s elapsed, 0.0 it/s]
2025-05-12 20:32:12 | INFO     | src.utils:__init__:239 | Starting Processing target queries: 0/10
2025-05-12 20:32:12 | INFO     | src.utils:update:248 | Processing target queries: 10/10 [0.1s elapsed, 175.3 it/s]
2025-05-12 20:32:12 | INFO     | src.utils:update:248 | Processing iterations: 1/10 [563.1s elapsed, 0.0 it/s]
2025-05-12 20:32:12 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-12 20:32:12 | INFO     | src.utils:__init__:239 | Starting Processing HotFlip queries: 0/10
