2025-05-16 15:44:55 | INFO     | __main__:main:130 | Experiment Name -- dataset_hotpotqa-retriver_contriever-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions
2025-05-16 15:44:58 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_test.pkl exists. Loading data...
2025-05-16 15:45:04 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_answers.pkl exists. Loading data...
2025-05-16 15:45:04 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on hotpotqa
2025-05-16 15:45:04 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-16 15:45:04 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/hotpotqa-contriever-cos.json.
2025-05-16 15:45:04 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-16 15:45:04 | INFO     | __main__:main:192 | load retrieval models
2025-05-16 15:45:05 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-16 15:45:05 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:45:05 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:46:01 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [55.7s elapsed, 0.0 it/s]
2025-05-16 15:46:57 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [111.6s elapsed, 0.0 it/s]
2025-05-16 15:47:52 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [166.6s elapsed, 0.0 it/s]
2025-05-16 15:48:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [221.7s elapsed, 0.0 it/s]
2025-05-16 15:49:42 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [276.6s elapsed, 0.0 it/s]
2025-05-16 15:50:37 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [332.0s elapsed, 0.0 it/s]
2025-05-16 15:51:33 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [387.1s elapsed, 0.0 it/s]
2025-05-16 15:52:28 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [442.7s elapsed, 0.0 it/s]
2025-05-16 15:53:23 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [498.0s elapsed, 0.0 it/s]
2025-05-16 15:54:20 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [554.9s elapsed, 0.0 it/s]
2025-05-16 15:54:20 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 15:54:21 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 0.22 seconds
2025-05-16 15:54:21 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.13 seconds
2025-05-16 15:54:21 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.18 seconds
2025-05-16 15:54:21 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.18 seconds
2025-05-16 15:54:21 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.20 seconds
2025-05-16 15:54:22 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.13 seconds
2025-05-16 15:54:22 | INFO     | src.utils:update:256 | Processing target queries: 6/10 [1.1s elapsed, 5.4 it/s]
2025-05-16 15:54:22 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.18 seconds
2025-05-16 15:54:22 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.30 seconds
2025-05-16 15:54:22 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.22 seconds
2025-05-16 15:54:23 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.31 seconds
2025-05-16 15:54:23 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [2.1s elapsed, 4.7 it/s]
2025-05-16 15:54:23 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [557.1s elapsed, 0.0 it/s]
2025-05-16 15:54:23 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:54:23 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:55:20 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [57.0s elapsed, 0.0 it/s]
