2025-05-16 15:15:43 | INFO     | __main__:main:130 | Experiment Name -- dataset_hotpotqa-retriver_contriever-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_no_questions
2025-05-16 15:15:45 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_test.pkl exists. Loading data...
2025-05-16 15:15:51 | INFO     | src.utils:load_cached_data:42 | Cache file data_cache/hotpotqa_answers.pkl exists. Loading data...
2025-05-16 15:15:51 | INFO     | __main__:main:168 | Please evaluate on BEIR first -- contriever on hotpotqa
2025-05-16 15:15:51 | INFO     | __main__:main:172 | Now try to get beir eval results from results/beir_results/...
2025-05-16 15:15:51 | INFO     | __main__:main:184 | Automatically get beir_resutls from results/beir_results/hotpotqa-contriever.json.
2025-05-16 15:15:52 | INFO     | __main__:main:190 | Attack method: hotflip
2025-05-16 15:15:52 | INFO     | __main__:main:192 | load retrieval models
2025-05-16 15:15:53 | INFO     | src.utils:__init__:247 | Starting Processing iterations: 0/10
2025-05-16 15:15:53 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:15:53 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:16:50 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [56.8s elapsed, 0.0 it/s]
2025-05-16 15:17:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [113.6s elapsed, 0.0 it/s]
2025-05-16 15:18:43 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [169.7s elapsed, 0.0 it/s]
2025-05-16 15:19:39 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [225.9s elapsed, 0.0 it/s]
2025-05-16 15:20:35 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [281.9s elapsed, 0.0 it/s]
2025-05-16 15:21:31 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [338.5s elapsed, 0.0 it/s]
2025-05-16 15:22:27 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [394.6s elapsed, 0.0 it/s]
2025-05-16 15:23:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [450.6s elapsed, 0.0 it/s]
2025-05-16 15:24:19 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [506.6s elapsed, 0.0 it/s]
2025-05-16 15:25:16 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [562.8s elapsed, 0.0 it/s]
2025-05-16 15:25:16 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 15:25:16 | INFO     | __main__:timed:49 | [Iter_0_question_0_removal] took 0.34 seconds
2025-05-16 15:25:16 | INFO     | __main__:timed:49 | [Iter_0_question_1_removal] took 0.12 seconds
2025-05-16 15:25:17 | INFO     | __main__:timed:49 | [Iter_0_question_2_removal] took 0.30 seconds
2025-05-16 15:25:17 | INFO     | __main__:timed:49 | [Iter_0_question_3_removal] took 0.26 seconds
2025-05-16 15:25:17 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.1s elapsed, 3.8 it/s]
2025-05-16 15:25:17 | INFO     | __main__:timed:49 | [Iter_0_question_4_removal] took 0.25 seconds
2025-05-16 15:25:17 | INFO     | __main__:timed:49 | [Iter_0_question_5_removal] took 0.20 seconds
2025-05-16 15:25:17 | INFO     | __main__:timed:49 | [Iter_0_question_6_removal] took 0.20 seconds
2025-05-16 15:25:18 | INFO     | __main__:timed:49 | [Iter_0_question_7_removal] took 0.22 seconds
2025-05-16 15:25:18 | INFO     | __main__:timed:49 | [Iter_0_question_8_removal] took 0.15 seconds
2025-05-16 15:25:18 | INFO     | src.utils:update:256 | Processing target queries: 9/10 [2.1s elapsed, 4.2 it/s]
2025-05-16 15:25:18 | INFO     | __main__:timed:49 | [Iter_0_question_9_removal] took 0.32 seconds
2025-05-16 15:25:18 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [2.5s elapsed, 4.1 it/s]
2025-05-16 15:25:18 | INFO     | src.utils:update:256 | Processing iterations: 1/10 [565.3s elapsed, 0.0 it/s]
2025-05-16 15:25:18 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:25:18 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:26:14 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [56.3s elapsed, 0.0 it/s]
2025-05-16 15:27:10 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [111.7s elapsed, 0.0 it/s]
2025-05-16 15:28:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [166.8s elapsed, 0.0 it/s]
2025-05-16 15:29:00 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [221.9s elapsed, 0.0 it/s]
2025-05-16 15:29:55 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [277.0s elapsed, 0.0 it/s]
2025-05-16 15:30:50 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [332.2s elapsed, 0.0 it/s]
2025-05-16 15:31:46 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [387.5s elapsed, 0.0 it/s]
2025-05-16 15:32:41 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [443.2s elapsed, 0.0 it/s]
2025-05-16 15:33:37 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [498.9s elapsed, 0.0 it/s]
2025-05-16 15:34:33 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [554.7s elapsed, 0.0 it/s]
2025-05-16 15:34:33 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 15:34:33 | INFO     | __main__:timed:49 | [Iter_1_question_10_removal] took 0.27 seconds
2025-05-16 15:34:33 | INFO     | __main__:timed:49 | [Iter_1_question_11_removal] took 0.24 seconds
2025-05-16 15:34:34 | INFO     | __main__:timed:49 | [Iter_1_question_12_removal] took 0.23 seconds
2025-05-16 15:34:34 | INFO     | __main__:timed:49 | [Iter_1_question_13_removal] took 0.23 seconds
2025-05-16 15:34:34 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.0s elapsed, 4.0 it/s]
2025-05-16 15:34:34 | INFO     | __main__:timed:49 | [Iter_1_question_14_removal] took 0.23 seconds
2025-05-16 15:34:34 | INFO     | __main__:timed:49 | [Iter_1_question_15_removal] took 0.23 seconds
2025-05-16 15:34:35 | INFO     | __main__:timed:49 | [Iter_1_question_16_removal] took 0.20 seconds
2025-05-16 15:34:35 | INFO     | __main__:timed:49 | [Iter_1_question_17_removal] took 0.32 seconds
2025-05-16 15:34:35 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.0s elapsed, 4.0 it/s]
2025-05-16 15:34:35 | INFO     | __main__:timed:49 | [Iter_1_question_18_removal] took 0.31 seconds
2025-05-16 15:34:36 | INFO     | __main__:timed:49 | [Iter_1_question_19_removal] took 0.24 seconds
2025-05-16 15:34:36 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [2.6s elapsed, 3.9 it/s]
2025-05-16 15:34:36 | INFO     | src.utils:update:256 | Processing iterations: 2/10 [1122.6s elapsed, 0.0 it/s]
2025-05-16 15:34:36 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:34:36 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:35:33 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [57.1s elapsed, 0.0 it/s]
2025-05-16 15:36:28 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [112.9s elapsed, 0.0 it/s]
2025-05-16 15:37:24 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [168.7s elapsed, 0.0 it/s]
2025-05-16 15:38:20 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [224.9s elapsed, 0.0 it/s]
2025-05-16 15:39:17 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [281.0s elapsed, 0.0 it/s]
2025-05-16 15:40:13 | INFO     | src.utils:update:256 | Processing HotFlip queries: 6/10 [337.5s elapsed, 0.0 it/s]
2025-05-16 15:41:09 | INFO     | src.utils:update:256 | Processing HotFlip queries: 7/10 [393.7s elapsed, 0.0 it/s]
2025-05-16 15:42:05 | INFO     | src.utils:update:256 | Processing HotFlip queries: 8/10 [449.9s elapsed, 0.0 it/s]
2025-05-16 15:43:02 | INFO     | src.utils:update:256 | Processing HotFlip queries: 9/10 [506.2s elapsed, 0.0 it/s]
2025-05-16 15:43:58 | INFO     | src.utils:update:256 | Processing HotFlip queries: 10/10 [562.4s elapsed, 0.0 it/s]
2025-05-16 15:43:58 | INFO     | src.utils:__init__:247 | Starting Processing target queries: 0/10
2025-05-16 15:43:58 | INFO     | __main__:timed:49 | [Iter_2_question_20_removal] took 0.25 seconds
2025-05-16 15:43:58 | INFO     | __main__:timed:49 | [Iter_2_question_21_removal] took 0.20 seconds
2025-05-16 15:43:59 | INFO     | __main__:timed:49 | [Iter_2_question_22_removal] took 0.28 seconds
2025-05-16 15:43:59 | INFO     | __main__:timed:49 | [Iter_2_question_23_removal] took 0.25 seconds
2025-05-16 15:43:59 | INFO     | src.utils:update:256 | Processing target queries: 4/10 [1.0s elapsed, 4.0 it/s]
2025-05-16 15:43:59 | INFO     | __main__:timed:49 | [Iter_2_question_24_removal] took 0.32 seconds
2025-05-16 15:44:00 | INFO     | __main__:timed:49 | [Iter_2_question_25_removal] took 0.23 seconds
2025-05-16 15:44:00 | INFO     | __main__:timed:49 | [Iter_2_question_26_removal] took 0.41 seconds
2025-05-16 15:44:00 | INFO     | __main__:timed:49 | [Iter_2_question_27_removal] took 0.32 seconds
2025-05-16 15:44:00 | INFO     | src.utils:update:256 | Processing target queries: 8/10 [2.3s elapsed, 3.4 it/s]
2025-05-16 15:44:01 | INFO     | __main__:timed:49 | [Iter_2_question_28_removal] took 0.31 seconds
2025-05-16 15:44:01 | INFO     | __main__:timed:49 | [Iter_2_question_29_removal] took 0.31 seconds
2025-05-16 15:44:01 | INFO     | src.utils:update:256 | Processing target queries: 10/10 [3.0s elapsed, 3.4 it/s]
2025-05-16 15:44:01 | INFO     | src.utils:update:256 | Processing iterations: 3/10 [1688.1s elapsed, 0.0 it/s]
2025-05-16 15:44:01 | INFO     | src.attack:__init__:75 | Initializing attacker with method: hotflip
2025-05-16 15:44:01 | INFO     | src.utils:__init__:247 | Starting Processing HotFlip queries: 0/10
2025-05-16 15:44:58 | INFO     | src.utils:update:256 | Processing HotFlip queries: 1/10 [57.3s elapsed, 0.0 it/s]
2025-05-16 15:45:55 | INFO     | src.utils:update:256 | Processing HotFlip queries: 2/10 [113.6s elapsed, 0.0 it/s]
2025-05-16 15:46:51 | INFO     | src.utils:update:256 | Processing HotFlip queries: 3/10 [170.0s elapsed, 0.0 it/s]
2025-05-16 15:47:47 | INFO     | src.utils:update:256 | Processing HotFlip queries: 4/10 [226.4s elapsed, 0.0 it/s]
2025-05-16 15:48:44 | INFO     | src.utils:update:256 | Processing HotFlip queries: 5/10 [282.9s elapsed, 0.0 it/s]
